player_id,year,team,position,age
74f34ab7-c1f7-521e-81ce-2575c632e5fa,2018,Saudi Arabia,Midfielder,30.0
66a06945-2110-51df-9131-3efdf68fc8a4,2006,Saudi Arabia,Defender,24.0
aea0aa6c-3765-5504-b55d-bb4f2c93446a,2018,Saudi Arabia,Goalkeeper,34.0
038202cc-6c09-5527-8f74-d3d39e29083f,2018,Saudi Arabia,Forward,24.0
56ad3822-6cad-5d82-8c02-fa936c1bfe7a,1994,Saudi Arabia,Midfielder,23.0
56ad3822-6cad-5d82-8c02-fa936c1bfe7a,1998,Saudi Arabia,Midfielder,27.0
015783e3-28c2-5f4b-8eb6-bf1462af5531,2022,Saudi Arabia,Midfielder,25.0
7ed89c99-3f1f-53a6-a297-aa179b6ba1a1,1994,Saudi Arabia,Midfielder,27.0
7ed89c99-3f1f-53a6-a297-aa179b6ba1a1,1998,Saudi Arabia,Midfielder,31.0
799899d4-7547-5a6c-920f-1e88102ad69f,2018,Saudi Arabia,Goalkeeper,27.0
799899d4-7547-5a6c-920f-1e88102ad69f,2022,Saudi Arabia,Goalkeeper,31.0
7bb0eb59-123d-5a2d-897a-423da47fd65d,1982,Kuwait,Defender,23.0
18d2f76d-ed3f-5aff-a190-6c296ab99d12,2006,Saudi Arabia,Defender,27.0
9ec7a133-8dbe-59b9-adac-209b819f7e5a,2006,Saudi Arabia,Forward,24.0
26d8cc14-cfe4-5918-8aed-ddbc8ea96ac2,2022,Qatar,Defender,25.0
b026bcd4-cd73-5b87-b262-5d084b8d7cc1,2022,Saudi Arabia,Goalkeeper,25.0
58dbd762-0662-5461-a6f5-cfd772da4cd2,1994,Saudi Arabia,Goalkeeper,21.0
58dbd762-0662-5461-a6f5-cfd772da4cd2,1998,Saudi Arabia,Goalkeeper,25.0
112e2f1a-16ee-5222-ac99-734cec9ac217,2018,Saudi Arabia,Forward,31.0
5cfb4a3f-89a3-5e8b-b342-a2e89958b332,2002,Saudi Arabia,Midfielder,28.0
5cfb4a3f-89a3-5e8b-b342-a2e89958b332,1998,Saudi Arabia,Midfielder,24.0
fd2a89f8-d287-56f1-afdc-c2e65b773159,2018,Saudi Arabia,Defender,26.0
fd2a89f8-d287-56f1-afdc-c2e65b773159,2022,Saudi Arabia,Defender,30.0
adbe1895-d4e8-5446-a373-e2bc75876599,2002,Saudi Arabia,Midfielder,22.0
adbe1895-d4e8-5446-a373-e2bc75876599,2006,Saudi Arabia,Midfielder,26.0
d53b911f-03e6-52f0-a662-1b8adab4e96e,2022,Qatar,Goalkeeper,32.0
6f395a50-bd0d-52a3-86f7-93f5981b6b9f,2002,Saudi Arabia,Defender,22.0
84599a75-3b9e-5b38-b03b-e116a36265e0,2022,Saudi Arabia,Forward,29.0
9e07b12d-737c-5dfd-b07d-7617a3650a00,2018,Saudi Arabia,Midfielder,28.0
bec1b451-9a1c-5e92-ad28-ef7c03e955f7,1982,Kuwait,Defender,22.0
3b20ae17-17ac-5e31-bda5-b00769ec52e2,1982,Kuwait,Midfielder,24.0
f8df7100-969a-570b-a66a-be8925ffa908,1994,Saudi Arabia,Defender,23.0
ad5f418f-9dbf-5fa0-90c1-4acd70edaf41,1990,United Arab Emirates,Forward,26.0
1eb53d4b-8832-550d-a53e-b9f162bd27cc,2022,Saudi Arabia,Defender,23.0
ee33ceae-61ce-5360-9a27-6686c3892714,1982,Kuwait,Goalkeeper,35.0
b25dc950-7630-57ba-bfb8-d7eb2008fa40,2002,Saudi Arabia,Midfielder,26.0
b25dc950-7630-57ba-bfb8-d7eb2008fa40,2006,Saudi Arabia,Midfielder,30.0
b25dc950-7630-57ba-bfb8-d7eb2008fa40,1998,Saudi Arabia,Midfielder,22.0
eeb34aab-7df7-592d-8a0b-4ee3d6c9124d,2002,Saudi Arabia,Defender,23.0
4b27be9c-8346-54a2-82b8-4080d15eb061,1998,Saudi Arabia,Midfielder,35.0
487d5cb5-4e7e-5743-a50f-bbe770261d9a,2002,Saudi Arabia,Midfielder,27.0
21b6a86f-7540-5a5a-9e36-bb26202ccabc,2002,Saudi Arabia,Forward,30.0
2fceb342-d240-5e2d-bca4-7ae80b4fa4ed,2022,Qatar,Forward,29.0
7ef21185-2f31-5021-b709-b2372f0d32ab,1970,Bulgaria,Defender,23.0
7ef21185-2f31-5021-b709-b2372f0d32ab,1974,Bulgaria,Defender,27.0
